Sr No,Store Name,Store Category,Email,Store Website,Page Id,Page Link,Subscribers
209,Barbas & Zacári,Jewelry/Watches,,http://barbasandzacari.com,114433858906920,https://www.facebook.com/barbasandzacari/,16585
210,American Rag,Clothing (Brand),,http://macys.com/americanrag,135786700404,https://www.facebook.com/americanrag/,453341
211,Lucky Tackle Box,Outdoor & Sporting Goods Company,[support@luckytacklebox.com],http://www.luckytacklebox.com,204178533073856,https://www.facebook.com/LuckyTackleBox/,222866
212,Novanym,Local Business,[hello@novanym.com],http://novanym.com,340900742766799,https://www.facebook.com/novanym/,65
213,Roden Gray,Retail Company,[info@rodengray.com],http://rodengray.com,277733660547,https://www.facebook.com/rodengray/,4764
214,Hot Chocolate,Sports Event,[compras@hotchocolatedesign.com],http://www.hotchocolatedesign.com,50562515110,https://www.facebook.com/HotChocolateDesign/,225609
215,BioClarity,Health/Beauty,[care@bioclarity.com],http://www.BioClarity.com,591449177669888,https://www.facebook.com/bioclarity/,18158
216,Ships-a-Lot,E-commerce Website,[info@shipsalot.com],http://www.Ships-a-lot.com,1010504422319458,https://www.facebook.com/Shipsalot/,484
217,The Brubaker,Clothing (Brand),,http://www.thebrubaker.com,510077089041619,https://www.facebook.com/TheBrubaker/,35145
218,Three Bird Nest,Clothing (Brand),[hello@threebirdnest.com],https://www.threebirdnest.com,189611674455412,https://www.facebook.com/threebirdnest/,602580
219,The Designers Foundry,Website,[hi@thedesignersfoundry.com],http://www.TheDesignersFoundry.com,344433278926933,https://www.facebook.com/TheDesignersFoundry/,9353
220,Mineral Fusion,Cosmetics Store,,http://mineralfusion.com/ http://twitter.com/mineralfusion,324394437711,https://www.facebook.com/MineralFusion/,43680
221,Ejuice Direct,Shopping & Retail,[info@ejuicedirect.com],http://www.eJuiceDirect.com,1528108314122698,https://www.facebook.com/ejuicedirect/,3756
222,Off Duty Basics,Health/Beauty,[cs@offdutyintimates.com],http://www.offdutybasics.com,1.53695E+15,https://www.facebook.com/OFFDUTYbasics/,1072
223,FASHIONABLE,Accessories,[support@livefashionable.com],https://www.livefashionable.com/,149120068440212,https://www.facebook.com/livefashionABLE/,40204
224,Saga Outerwear,Clothing (Brand),[contact@sagaouterwear.com],http://www.sagaouterwear.com,31600914518,https://www.facebook.com/sagaouterwear/,72400
225,Pixi Beauty,Health/Beauty,[info@pixibeauty.com],http://www.pixibeauty.com,55635571914,https://www.facebook.com/PixiBeauty/,286826
226,Savvy Watch,Jewelry/Watches,,"http://www.savvywatch.com
http://twitter.com/SavvyWatch",178249185521375,https://www.facebook.com/savvywatch/,935
227,Popular Game Accounts,Brand,,,1388098117888397,https://www.facebook.com/PopularGameAccounts/,91897
228,FREEWALK,Clothing (Brand),[frewalkco@gmail.com],http://www.freewalkco.com,281528918858611,https://www.facebook.com/freewalkco/,6715
229,Ornamic,Home Decor,[support@ornamic.com],http://www.ornamic.com,733160136835171,https://www.facebook.com/ornamic/,98
230,Virus | Action Sport Performance,Sportswear Store,[customerservice@virusintl.com],www.virusintl.com,109780999105715,https://www.facebook.com/VirusIntl/,31433
231,Right Channel Radios,Sports & Recreation,[http://www.rightchannelradios.com/contact-us-form],http://www.rightchannelradios.com/,179347976654,https://www.facebook.com/RightChannelRadios/,2726
232,World of Wool,Arts & Crafts Store,[info@worldofwool.co.uk],http://www.worldofwool.co.uk,190169138410,https://www.facebook.com/worldofwool/,6469
233,Southern Marsh Collection,Clothing (Brand),,http://www.southernmarsh.com,10516489249,https://www.facebook.com/southernmarsh/,310886
234,Ellen Shop,Product/Service,[jinglixu6@gmail.com],,1079323325420499,https://www.facebook.com/EllenShop/,17
235,American Button Machines,Arts & Crafts Store,,http://www.AmericanButtonMachines.com,303574310110,https://www.facebook.com/AmericanButtonMachines/,3296
236,SAVAGE,Jewelry/Watches,,http://www.instagram.com/svaccessories,1608582579427258,https://www.facebook.com/savageaccessories/,197
237,FREE Hip Hop Producer Drum Kits Collection,Product/Service,,http://www.BeatMakingBeats.com,382704833125,https://www.facebook.com/HipHopDrumSamples/,1003
238,Monstersteel,Retail Company,[social@monstersteel.com],"http://www.monstersteel.com, http://twitter.com/monstersteel",368032363249517,https://www.facebook.com/Monstersteel/,9511
239,Nicotine River,Wholesale & Supply Store,[info@nicotineriver.com],http://www.nicotineriver.com,743034265753804,https://www.facebook.com/nicotineriver/,2068
240,Fat Beats,Record Label,[orders@fatbeats.com],http://fatbeats.com,111750978893862,https://www.facebook.com/fatbeats/,28773
241,Sixpack - ชุดออกกำลังกาย ชุดฟิตเนส ชุดกีฬา ราคาถูก คุณภาพดี,Sportswear Store,,https://www.facebook.com/sixpackshop/,246597352490032,https://www.facebook.com/sixpackshop/,103
242,Mayday Games,Game Publisher,[support@maydaygames.com],https://www.maydaygames.com/,106323336072372,https://www.facebook.com/maydaygames/,7283
243,Sassy Assy Clubwear,Clothing (Brand),,http://www.sassyassyclubwear.com,183816711771252,https://www.facebook.com/SassyAssyClubwear/,1720
244,Lauren Moshi,Clothing Store,[customerservice@laurenmoshi.com],https://laurenmoshi.com,258059156921,https://www.facebook.com/LaurenMoshi/,17911
245,LEIF,Gift Shop,[hello@leifshop.com],http://www.leifshop.com,189085151125585,https://www.facebook.com/leifshop/,9180
246,BHB Reptiles,Pet Breeder,[lori@bhbreptiles.com],http://www.bhbreptiles.com,135784423140493,https://www.facebook.com/BHBReptiles/,181568
247,DNDFDirect.com,Health & Wellness Website,[sales@dndfdirect.com],http://dndfdirect.com,1737782659832536,https://www.facebook.com/DNDFDirect/,377
248,Electro Threads,Clothing (Brand),[help@electrothreads.com],http://ElectroThreads.com,110404602463289,https://www.facebook.com/ElectroThreads/,2480230
249,OBEYTHEKOREAN,Company,[obeythekorean@hotmail.com],http://obeythekorean.net,1916208241937879,https://www.facebook.com/obeythekorean/,15084
250,Liverpool University Press,Publisher,[lup@liverpool.ac.uk],www.liverpooluniversitypress.co.uk,1337802146307653,https://www.facebook.com/liverpooluniversitypress/,113
251,Makeup Mekka,Health/Beauty,[kundeservice@makeupmekka.no],http://www.makeupmekka.no,93439204168,https://www.facebook.com/makeupmekka/,120015
252,Brand Value Accelerator llc,Web Designer,[agency@bvaccel.com],http://www.bvaccel.com,135629963162801,https://www.facebook.com/BVAccel/,4055
253,MartView™,Retail Company,[marc@martview.com],www.martview.com,113421472032578,https://www.facebook.com/martview/,101249
254,Huk Gear,Outdoor & Sporting Goods Company,,hukgear.com,774308335912830,https://www.facebook.com/HukGear/,344030
255,Little Bird Electronics,Computers & Internet Website,,www.littlebirdelectronics.com,18897478072,https://www.facebook.com/littlebirdelectronics/,6955
256,Veppo Vape Shop,E-Cigarette Store,[info@veppocig.com],http://veppocig.com,194610886420,https://www.facebook.com/VeppoCig/,3735
257,Combat Flip Flops,Clothing (Brand),[info@combatflipflops.com],www.combatflipflops.com,189541217747695,https://www.facebook.com/combatflipflops/,67170
258,Hobbies Discount,Advertising/Marketing,,http://hobbiesdiscount.net,1697365367179844,https://www.facebook.com/HobbiesDiscount/,340449
259,Irene's Story,Shopping & Retail,[order@irenesstory.com],http://www.irenesstory.com/,143283099026148,https://www.facebook.com/IrenesStory/,27953
260,3Dio,Electronics,[customercare@3diosound.com],http://3diosound.com,583766191653726,https://www.facebook.com/3diosound/,1357
261,G-Easy Store,Clothing Store,,,126830257924289,https://www.facebook.com/geazystore/,488
262,Boost Heaven,Community,,,135729156844648,https://www.facebook.com/BoostHeaven/,377
263,Arcadia Movement,Clothing (Brand),,http://www.arcadiamovement.com,782243295217691,https://www.facebook.com/arcadiamovement/,707
264,Choice Slides,Entertainment Website,[choiceslides@gmail.com],www.choiceslides.com,85481314504,https://www.facebook.com/ChoiceSlides/,1822
265,ADUNA.ro,Website,[info@aduna.ro],http://www.aduna.ro,1389943667909359,https://www.facebook.com/aduna/,25959
266,Shore Projects,Jewelry/Watches,,http://shoreprojects.com,533555053400918,https://www.facebook.com/ShoreProjects/,23544
267,Ground Zero Precision,Machine Shop,[customerservice@blaminc.com],https://www.groundzeroprecision.com,908274265871257,https://www.facebook.com/GroundZeroPrecision/,17765
268,RaceDayQuads,Shopping & Retail,[racedayquads@gmail.com],http://www.RaceDayQuads.com,847246642086558,https://www.facebook.com/RaceDayQuads/,3317
269,Dress Up,Women's Clothing Store,[info@shopdressup.com],http://www.ShopDressUp.com,154564913600,https://www.facebook.com/ShopDressUp/,297599
270,樂三三音樂餐廳,Wine Bar,[lot33168@yahoo.com.tw],https://www.facebook.com/lot33,371774139537476,https://www.facebook.com/lot33/,10663
271,Medieval Depot,Outdoor Equipment Store,,http://www.medievaldepot.com,1521165054880232,https://www.facebook.com/MedievalDepot/,572
272,Condor Cycles,Bicycle Shop,[customer.service@condorcycles.com],http://www.condorcycles.com,1010634438971112,https://www.facebook.com/condorcycles/,4810
273,KollectionK,Website,[help@kollectionk.com],https://kollectionk.com,243172942460952,https://www.facebook.com/kollectionk/,16850
274,Besame Cosmetics,Beauty Supply Store,[info@besamecosmetics.com],http://www.besamecosmetics.com,125013798684,https://www.facebook.com/BesameCosmetics/,70397
275,Shark Tank,TV Show,,http://abc.go.com/shows/shark-tank,166082193402927,https://www.facebook.com/SharkTank/,1511937
276,On Point Looks,Health/Beauty,,,1810677039199161,https://www.facebook.com/OnPointLooks/,4141
277,Stand Out CV & Linkedin Services,Writing Service,[standoutcv@hotmail.com],http://www.standoutcvservices.com/,1457971621121005,https://www.facebook.com/StandOutCV/,1503
278,Content Beauty/Wellbeing,Skin Care Service,[help@beingcontent.com],http://www.contentbeautywellbeing.com,14720339025,https://www.facebook.com/ContentBeautyWellbeing/,6530
279,Just Love Cats,Website,[support@justlovecats.com],http://JustLoveCats.com,474561556056374,https://www.facebook.com/justlovecats/,118168
280,Vape Monster City,Retail Company,[sales@vapemonstercity.co.uk],https://vapemonstercity.co.uk/,298742803866590,https://www.facebook.com/vapemonstercity/,9
281,Few Moda,Shopping & Retail,,http://www.fewmoda.com,351708118229268,https://www.facebook.com/fewmoda/,47729
282,Posteroz,Website,,https://posteroz.com,1630741500561632,https://www.facebook.com/posteroz/,0
283,Rokform,Product/Service,[info@rokform.com],www.rokform.com,122008874533953,https://www.facebook.com/Rokform/,208744
284,Fit & Fresh,Retail Company,[customerservice@fitandfresh.com],www.fit-fresh.com,99475045221,https://www.facebook.com/FitFresh/,27452
285,Screaming Owl,Website,,http://screamingowl.com,213387942009437,https://www.facebook.com/screamingowl/,2793856
286,SoaR Gaming,Brand,[contact@soar.gg],http://soar.gg,342750299143164,https://www.facebook.com/SoaR/,20264
287,Lofty,Website,[contact@lofty.com],http://www.lofty.com,467004350044455,https://www.facebook.com/lofty/,16679
288,Rustic Sinks,Retail Company,[denise@rusticsinks.com],http://www.rusticsinks.com,379074958815191,https://www.facebook.com/RusticSinks/,947
289,FUTGenie,Website,,http://www.futgenie.com,1824807637760031,https://www.facebook.com/futgenie/,18904
290,Marley Natural Shop,Retail Company,,http://www.marleynatural.com/,149146645463016,https://www.facebook.com/marleynaturalshop/,2221
291,Her Daily Deal,Clothing (Brand),[support@herdailydeal.com],www.herdailydeal.com/,178617799157008,https://www.facebook.com/herdailydeal/,34196
292,REBEL8,Clothing (Brand),,http://REBEL8.com,12965481326,https://www.facebook.com/rebel8/,305030
293,Studio Neat,Local Business,[hello@studioneat.com],www.studioneat.com,219397004740387,https://www.facebook.com/studioneat/,3163
294,CurriculumLoft,Software,,www.curriculumloft.com,271822562878271,https://www.facebook.com/CurriculumLoft/,88
295,Knucklehead Vapes Ltd,Shopping & Retail,,https://www.knuckleheadvapes.com,1582232525352437,https://www.facebook.com/knuckleheadvapes/,7405
296,Carter Vintage Guitars,Musical Instrument Store,"[christie@cartervintage.com, walter@cartervintage.com]",http://cartervintage.com,128587133985025,https://www.facebook.com/CarterVintage/,15682
297,Bear Butt,Product/Service,[team@bearbuttteam.com],http://www.bearbutt.com,535763399911505,https://www.facebook.com/BearButtTeam/,62801
298,Steven Brown Art,Artist,,http://www.stevenbrownart.co.uk,688008111243981,https://www.facebook.com/StevenBrownArt/,462062
299,District Five Vape Store,E-Cigarette Store,[info@districtf5ve.com],http://www.districtf5ve.com,711623792208647,https://www.facebook.com/districtf5ve/,2087
300,Routine Baseball,Clothing (Brand),[info@routinebaseball.com],www.routinebaseball.com,208426685894692,https://www.facebook.com/routinebaseball/,102658
301,Mimijumi,Baby Goods/Kids Goods,,www.mimijumi.com,201406136325,https://www.facebook.com/mimijumi/,46888
302,Lime Ricki Swimwear,Clothing (Brand),[customerservice@limericki.com],http://limericki.com,133899545342,https://www.facebook.com/limericki/,24988
303,The Camden Watch Company,Shopping & Retail,[info@camdenwatchcompany.com],http://camdenwatchcompany.com/,130210100502917,https://www.facebook.com/camdenwatchcompany/,13279
304,Snowboard Addiction,Education Website,[info@snowboardaddiction.com],www.snowboardaddiction.com,53900772618,https://www.facebook.com/snowboardaddiction/,152896
305,Stay Home Club,Website,[hello@stayhomeclub.com],http://www.stayhomeclub.com,450140951671949,https://www.facebook.com/StayHomeClub/,17411
306,Online Aesthetic,Retail Company,[support@onlineaesthetic.com],https://onlineaesthetic.com/,1726850140889329,https://www.facebook.com/onlineaesthetic/,159
307,PogoPirate,Local Business,,http://www.pogopirate.com,1195060660514914,https://www.facebook.com/PogoPirate/,663
308,I Like Giant Vintage Sunglasses,Company,,www.giantvintage.com http://twitter.com/GiantVintage,143561872339754,https://www.facebook.com/GiantVintage/,25696
309,Pilot Fashion,Clothing (Brand),[info@pilotfashion.com],https://www.PilotFashion.com,66942861912,https://www.facebook.com/pilotfashion/,9425
310,20 Buck Spin,Record Label,,http://www.20buckspin.com http://www.twitter.com/20buckspinlabel,337573144185,https://www.facebook.com/20buckspin/,17095
311,Bravo Concealment Holsters,Retail Company,[orders@bravoconcealment.com],https://www.bravoconcealment.com,124624640953827,https://www.facebook.com/BravoConcealment/,291559
312,Twiddle Cube,Product/Service,[contact@twiddlecube.com],http://TwiddleCube.com,298570497205049,https://www.facebook.com/twiddlecube/,397
313,Child1st Publications LLC,Publisher,[info@child1st.com],http://www.child1st.com,50457148764,https://www.facebook.com/Child1st/,3522
314,Survival Straps,Product/Service,,https://www.survivalstraps.com,65695091790,https://www.facebook.com/survivalstraps/,711123
315,Kerusso,Religious Organization,[social@kerusso.com],www.kerusso.com,63567258645,https://www.facebook.com/kerusso/,22061
316,The Perfect Wine Opener,Wine/Spirits,,,1161550097199762,https://www.facebook.com/The.Perfect.Wine.Opener/,48
317,Leonard & Church,Product/Service,,http://leonardandchurch.com,1457901374439382,https://www.facebook.com/leonardandchurch/,19457
318,Common Culture,Product/Service,,http://www.commonculture.co,1549175298690453,https://www.facebook.com/commonculture/,2298
319,Fragrancebuy - Canada's Online Warehouse Sale,"Beauty, Cosmetic & Personal Care",[sales@fragrancebuy.ca],http://fragrancebuy.ca/,189562791227863,https://www.facebook.com/fragrancebuy/,13224
320,The Purple Mermaid,Jewelry & Watches Store,[luanncap@thepurplemermaid.com],http://www.BeMonogrammed.com,244176753421,https://www.facebook.com/BeMonogrammed/,29882
321,Buti Yoga,Yoga Studio,[clientcare@butiyoga.com],http://www.butiyoga.com,236070006433288,https://www.facebook.com/butiyoga/,65168
322,R13 Denim,Clothing (Brand),,http://www.r13denim.com,166087810197940,https://www.facebook.com/r13denim/,6094
323,500 LEVEL,Clothing (Brand),[staff@500level.com],http://www.500level.com,107161706067728,https://www.facebook.com/500level/,38771
324,PrintKeg.com,Screen Printing & Embroidery,[contact@printkeg.com],http://www.printkeg.com,35635908129,https://www.facebook.com/printkeg/,4695
325,BB Branded Boutique,Footwear Store,[emailus@bbbranded.com],http://www.BBBRANDED.com,26036819170,https://www.facebook.com/bbbranded/,8043
326,ARKK Copenhagen,Clothing (Brand),[support@arkkcopenhagen.com],http://www.arkkcopenhagen.com,1571773996397632,https://www.facebook.com/arkkcopenhagen/,51389
327,Lightning Vapes,Commercial & Industrial,,http://www.lightningvapes.com,383269588476588,https://www.facebook.com/lightningvapes/,18046
328,Discover CBD,Alternative & Holistic Health Service,[info@discovercbd.com],https://DiscoverCBD.com,1449309295381356,https://www.facebook.com/discovercbd/,4574
329,Dash Wallets,Clothing (Brand),[hello@dashwallets.com],www.dashwallets.com,392361700843281,https://www.facebook.com/DashWallets/,3450
330,The Unbranded Brand,Clothing (Brand),,http://www.theunbrandedbrand.com,421324537907430,https://www.facebook.com/TheUnbrandedBrand/,15409
331,Crepslocker,Men's Clothing Store,[hello@crepslocker.com],http://www.crepslocker.com,326680861005006,https://www.facebook.com/crepslocker/,675
332,Outdoors Tactical,Community,,http://outdoorstactical.com,420582314815649,https://www.facebook.com/outdoorstactical/,268143
333,American Nautical Services,Bookstore,[sales@amnautical.com],http://amnautical.com,200956130355,https://www.facebook.com/amnautical/,412
334,Karma Yoga Shop,Health/Beauty,[contact@karma-yoga-shop.com],http://www.karma-yoga-shop.com,312834215722756,https://www.facebook.com/KarmaYogaShop/,133972
335,Neunaber Bügelservice,Clothing Store,[tanjaneunaber@gmail.com],,444120552644697,https://www.facebook.com/neunaber/,16
336,Retro Patents,Shopping & Retail,,http://retropatents.com,698650786977514,https://www.facebook.com/retropatents/,409
337,LIVINGroyal,Clothing (Brand),[info@livingroyal.com],www.LivingRoyal.com,245634568794314,https://www.facebook.com/Livingroyal/,92812
338,Mamas First,Community,,http://mamas1st.com,1635380726772262,https://www.facebook.com/mamasfirst/,4
339,dr. brandt Skincare,Health/Beauty,[customerservice@drbrandtskincare.com],http://www.drbrandtskincare.com,115649937827,https://www.facebook.com/drbrandtskincare/,58275
340,Flynn Skye by Amber Farr,Shopping & Retail,[smile@flynnskye.com],http://www.FlynnSkye.com,390469374358326,https://www.facebook.com/Flynnskyeclothing/,12847
341,PiperCleo,Brand,[info@pipercleo.com],www.pipercleo.com,891567844313639,https://www.facebook.com/pipercleo/,8913
342,RepRap Champion,Information Technology Company,[reprapchampion@gmail.com],http://reprapchampion.com,1546379475676931,https://www.facebook.com/reprapchampion/,630
343,"Surf City Paracord, Inc.",Outdoor & Sporting Goods Company,[info@surfcityparacord.com],http://www.surfcityparacord.com,715956768421600,https://www.facebook.com/SurfCityParacord/,6150
344,NobleSpin,Product/Service,,http://noblespin.com,1490720574275624,https://www.facebook.com/NobleSpin/,16784
345,The Birdhouse Chick,Retail Company,[info@thebirdhousechick.com],https://www.thebirdhousechick.com,96269552397,https://www.facebook.com/thebirdhousechick/,3212
346,Pantry Boy,Food Delivery Service,[order@pantryboy.com],http://www.pantryboy.com,419332514943826,https://www.facebook.com/pantryboy/,12821
347,Royal Tees London,Clothing (Brand),[info@royaltees-london.com],http://www.royalteeslondon.co.uk,224446887968849,https://www.facebook.com/royalteeslondon/,16050
348,Machus,Men's Clothing Store,[info@machusonline.com],http://www.machusonline.com,111751412271175,https://www.facebook.com/machusonline/,6420
349,Fragrant Jewels,Retail Company,,http://bit.ly/2qy9dVR,542238249232039,https://www.facebook.com/fragrantjewels/,1205774
350,Bee Inspired Clothing,Clothing (Brand),[support@beeinspiredclothing.com],http://www.beeinspiredclothing.com,234162033436488,https://www.facebook.com/beeinspiredclothing/,548973
351,Hope's,Women's Clothing Store,[support@shophopes.com],http://www.shophopes.com,126607660721821,https://www.facebook.com/shophopes/,293802
352,The Fowndry,Retail Company,[info@thefowndry.com],www.thefowndry.com,433524396734071,https://www.facebook.com/TheFowndry/,17805
353,Father John Misty,Musician/Band,,http://www.fatherjohnmisty.com,124916000949326,https://www.facebook.com/fatherjohnmisty/,280720
354,Mia Bambina Boutique,Shopping & Retail,[miabambinaboutique@yahoo.ca],www.miabambinaboutique.com,559419744088534,https://www.facebook.com/miabambinaboutique/,56504
355,LampsUSA.com,Home Decor,[sales@lampsusa.com],http://www.lampsusa.com/,198576870202455,https://www.facebook.com/LampsUSA/,5927
356,Hoop Culture,Clothing (Brand),[info@hoopculture.com],www.HoopCulture.com,133740686691123,https://www.facebook.com/hoopculture/,123694
357,Carbon Fiber Gear,Retail Company,[info@carbonfibergear.com],https://carbonfibergear.com,69280119415,https://www.facebook.com/carbonfibergear/,23692
358,Delta Children,Baby Goods/Kids Goods,[customercare-web@deltachildren.com],http://www.DeltaChildren.com,192868723358,https://www.facebook.com/deltachildren/,121578
359,Humble Juice Co.,Website,[info@humblejuiceco.com],http://www.humblejuiceco.com,1652638048336697,https://www.facebook.com/humblejuiceco/,5013
360,Kay Fazio,Public Figure,[kay@fazioscatjewelry.com],http://www.fazioscatjewelry.com/,355414674499383,https://www.facebook.com/AnimalJewelry/,178
361,J skis,Outdoor & Sporting Goods Company,[info@jskis.com],http://jskis.com,226278300869581,https://www.facebook.com/jskis/,47532
362,RnA ReSet,Alternative & Holistic Health Service,[support@rnareset.com],http://www.RnAReSet.com,251995841670969,https://www.facebook.com/RnAReSet/,7257
363,Humbucker Music,Musical Instrument Store,[sales@humbuckermusic.com],http://www.humbuckermusic.com,124640399610,https://www.facebook.com/HumbuckerMusic/,36401
364,Glorious PC Gaming Race,Computers (Brand),,http://www.pcgamingrace.com,255754524602978,https://www.facebook.com/pcgamingrace/,14883
365,Project Repat,Shopping & Retail,[madeinusa@projectrepat.com],www.ProjectRepat.com,151226798258064,https://www.facebook.com/ProjectRepat/,312092
366,Comfortable Club,Clothing (Brand),,comfortableclub.com,264462430741610,https://www.facebook.com/comfortableclub/,11
367,Cartezy,Clothing (Brand),[mailcartezy@gmail.com],,625964100900665,https://www.facebook.com/cartezy/,79
368,Anime Limited,Movie/Television Studio,,www.alltheanime.com,139242809520911,https://www.facebook.com/alltheanime/,19030
369,Pin Block,Community,,,281513785238687,https://www.facebook.com/PinBlock/,13
370,Carraig Donn,Retail Company,[customerservice@carraigdonn.com],www.carraigdonn.com,365221803120,https://www.facebook.com/CarraigDonn/,92900
371,KREWE,Accessories,[krewe@krewe.com],http://www.KREWE.com,228756107262307,https://www.facebook.com/KREWE/,27256
372,EZScreenPrint,Screen Printing & Embroidery,[contactus@ezscreenprint.com],http://www.ezscreenprint.com,188961577753,https://www.facebook.com/EZScreenPrint/,1495
373,Det Norske Samlaget,Publisher,,"http://butikk.samlaget.no, www.samlaget.no, instagram.com/detnorskesamlaget, http://www.youtube.com/user/DetNorskeSamlaget, www.twitter.com/samlaget",155930750799,https://www.facebook.com/samlaget/,11230
374,Crailstore,Clothing Store,,http://crailstore.com,1391034537834497,https://www.facebook.com/crailstore/,8
375,Local Eclectic Nova Scotia,Art,,,147532242553965,https://www.facebook.com/localeclectic/,70
376,Dog Love,Sports Club,[support@pawprime.com],https://www.pawprime.com/,204078076621226,https://www.facebook.com/pawprime/,123008
377,Retro Active Smoke Shop,Tobacco Store,[contact@retroactivesmokeshop.com],http://www.retroactivesmokeshop.com,231784766945883,https://www.facebook.com/retroactivesmokeshop/,1447
378,FitVine Wine,Wine/Spirits,,http://www.fitvinewine.com,1543887369163377,https://www.facebook.com/FitVineWine/,118662
379,blik surface graphics,Home Decor,,http://www.whatisblik.com,14224494051,https://www.facebook.com/whatisblik/,45234
380,PureTrak,Product/Service,[sales@puretrak.com],http://www.PureTrak.com,202305725892,https://www.facebook.com/puretrak/,3754
381,GeniusPipe,Community,,http://www.geniuspipe.com,1423402377925831,https://www.facebook.com/geniuspipe/,41676
382,Micro Phone Lens,Company,,http://www.microphonelens.com,112151752311299,https://www.facebook.com/MicroPhoneLens/,2655
383,Yemoos Catering and Floral Deco,Event Planner,,,487316214990261,https://www.facebook.com/yemoos/,85
384,Geek Chic,Furniture,[sales@geekchichq.com],www.geekchichq.com,81609475134,https://www.facebook.com/GeekChicHQ/,17732
385,Filastruder,Tools/Equipment,[support@filastruder.com],http://www.filastruder.com http://www.soliforum.com/forum/18/filastruder/ https://twitter.com/Filastruder http://www.kickstarter.com/projects/833191773/filastruder-a-robust-inexpensive-filament-extruder,455260457855279,https://www.facebook.com/Filastruder/,1038
386,Damascus,Fashion Designer,[nate@damascusapparel.com],http://www.damascusapparel.com,93566236255,https://www.facebook.com/damascusapparel/,138945
387,CLAE,Clothing (Brand),,www.clae.com,216550520609,https://www.facebook.com/clae/,31176
388,LogoDive,Product/Service,[sales@pixellogo.com],https://pixellogo.com,298039369590,https://www.facebook.com/pixellogo/,2233
389,Sapira by Leesa,Furniture,,https://www.leesa.com/products/sapira-mattress,683531248452551,https://www.facebook.com/sapirasleep/,5023
390,Alpha Clothing,Clothing Store,[contato@usealpha.com.br],,604544919581146,https://www.facebook.com/alphaclothing/,2706
391,Satya Jewelry,Jewelry/Watches,,www.satyajewelry.com,28825364659,https://www.facebook.com/satyajewelry/,42096
392,Quinn Shop,Women's Clothing Store,,,760488533969216,https://www.facebook.com/QuinnShop/,816
393,PRx Performance,Sporting Goods Store,[support@prxperformance.com],http://www.prxperformance.com,155434617989969,https://www.facebook.com/PRxPerformance/,84351
394,EDO Collections,Jewelry/Watches,,http://edocollections.com,1.72111E+15,https://www.facebook.com/EDOCollections/,9825
395,LifeBoost Coffee,Health/Beauty,[support@lifeboostcoffee.com],http://www.lifeboostcoffee.com,899370276752607,https://www.facebook.com/lifeboostcoffee/,46609
396,Tepui Tents,Outdoor Equipment Store,[beth@tepuitents.com],http://www.tepuitents.com,160212134042956,https://www.facebook.com/tepuitents/,40588
397,Hyperbiotics,Health/Beauty,[contact@hyperbiotics.com],http://www.hyperbiotics.com,260623024109229,https://www.facebook.com/hyperbiotics/,59166
398,Victory Vape,Shopping & Retail,[info@victoryvape.com.au],http://www.victoryvape.com.au,1566545360237968,https://www.facebook.com/victoryvape/,4146
399,Luxury Garage Sale,Retail Company,[info@luxurygaragesale.com],http://www.luxurygaragesale.com,106226559449253,https://www.facebook.com/LuxuryGarageSale/,12116
400,Mini Materials,Retail Company,[info@minimaterials.com],http://www.minimaterials.com,828090293877878,https://www.facebook.com/minimaterials/,2981
401,Gentry,Footwear Store,[info@gentrynyc.com],http://www.gentrynyc.com/,121162684714038,https://www.facebook.com/Gentrynyc/,52757
402,Mini Shop,Accessories,[mini04shop@yahoo.com],http://www.minishopmadrid.com/,138675569593380,https://www.facebook.com/minishopmadrid/,2415
403,Knitting-Warehouse,Retail Company,[customerservice@knitting-warehouse.com],https://www.knitting-warehouse.com,415519261982138,https://www.facebook.com/knittingwarehouse/,861
404,jamstik,Electronics,,http://www.jamstik.com/,151368411680188,https://www.facebook.com/JamStik/,61443
405,MMAWarehouse.com,Retail Company,,http://www.mmawarehouse.com,7064870953,https://www.facebook.com/mmawarehouse/,99510
406,BedJet,Appliances,[info@bedjet.com],http://www.bedjet.com,1442137196007552,https://www.facebook.com/bedjet/,7652
407,Bing Bang NYC,Jewelry Wholesaler,[customerservice@bingbangnyc.com],http://www.bingbangnyc.com,473092895696,https://www.facebook.com/bingbangnyc/,19456
408,Superninjabargains,Website,,,1097787283668532,https://www.facebook.com/superninjabargains/,6
409,Rudy's,Product/Service,[info@rudysbarbershop.com],www.rudysbarbershop.com,105121566210162,https://www.facebook.com/rudysbarbershop/,23031
410,"Lehigh Defense, LLC",Metal Fabricator,[sales@lehighdefense.com],http://www.lehighdefense.com,279722885398727,https://www.facebook.com/LehighDefense/,13222
411,Transitions Salon,Hair Salon,,,1381617962166789,https://www.facebook.com/takedownshop/,1
412,Lounge Underwear,Clothing (Brand),[info@loungeunderwear.com],http://www.loungeunderwear.com,482513161932988,https://www.facebook.com/loungeunderwear/,124869
413,URBANCREWS,Clothing (Brand),,http://urbancrews.com/,607858282690197,https://www.facebook.com/urbancrews/,42479
414,Patron of the New,Clothing Store,,http://patronofthenew.us,187660357960111,https://www.facebook.com/patronofthenew/,7968
415,FydgetSpinner,Office Supplies,[info@fydgetspinner.com],http://fydgetspinner.com,1819469354982108,https://www.facebook.com/fydgetspinner/,3046
