,category,emails,fan_count,id,link,name,website
211,Home Decor,[info@interiorsonline.co.nz],1998,172817976065055,https://www.facebook.com/InteriorsOnline/,Interiors Online,http://www.interiorsonline.co.nz http://www.interiorsonline.com
212,E-commerce Website,[info@huffandpuffers.com],1024,426178667547040,https://www.facebook.com/huffandpuffers/,Huff and Puffers,https://www.huffandpuffers.com
213,Retail Company,[info@cityblueshop.com],1449,544149012292551,https://www.facebook.com/cityblueshop/,City Blue,http://www.cityblueshop.com
214,Clothing (Brand),[support@ballandbuck.com],16656,26298564065,https://www.facebook.com/ballandbuck/,Ball and Buck,http://www.ballandbuck.com
215,Health/Beauty,[facetory@gmail.com],362,166720926747851,https://www.facebook.com/Facetory/,Facetory,
216,Medical & Health,[info@oracoat.com],3530,113104248720594,https://www.facebook.com/OraCoat/,OraCoat,http://www.OraCoat.com
217,Video Game,,5975,449740591793918,https://www.facebook.com/handheldlegend/,Hand Held Legend,http://www.handheldlegend.com/home.html
218,Website,[support@baristahustle.com],9792,807631855938074,https://www.facebook.com/baristahustle/,Barista Hustle,http://www.baristahustle.com
219,Sports & Recreation,,1509,570804743013784,https://www.facebook.com/Eliteteam/,Ciclo Élite,
220,Office Supplies,,29634,372684349787329,https://www.facebook.com/Christianplanner/,Christian Planner,http://www.christianplanner.com
221,Retail Company,,3290,81993752100,https://www.facebook.com/bygeorgeaustin/,ByGeorge,http://www.bygeorgeaustin.com/
222,Education,,672,228091940584964,https://www.facebook.com/passiondelivery/,Law Of Attraction in School's for Kids,http://www.rpmantle.com
223,Sports Team,,6664,465425180195467,https://www.facebook.com/TheGymLifestyle/,The Gym Lifestyle,
224,Tools/Equipment,,257960,423811644374973,https://www.facebook.com/egopowerplus/,EGO,http://www.egopowerplus.com
225,Musician/Band,,765,128569587188788,https://www.facebook.com/backtozero/,Back To Zero,www.backtozerorock.com
226,Clothing (Brand),[contact@5ivepillars.co],9551,371410232913577,https://www.facebook.com/5ivePillars/,5ive Pillars,http://5ivepillars.co
227,Cosmetics Store,[info@shopmasc.com],3406,48658839973,https://www.facebook.com/shopmasc/,MASC,http://www.shopmasc.com http://www.twitter.com/shopmasc http://www.youtube.com/shopmasc http://foursquare.com/venue/2530587 http://www.yelp.ca/biz/masc-skincare-vancouver https://plus.google.com/u/0/103134703013591533939 http://pinterest.com/shopmasc/ http://instagram.com/shopmasc/
228,Video Game,,7696,223911690990664,https://www.facebook.com/ArcadeShock/,ArcadeShock,www.arcadeshock.com
229,Movie,,1110856,485682084951730,https://www.facebook.com/LaLaLand/,La La Land,http://bit.ly/2nufMDE
230,Art Gallery,[hello@20x200.com],28977,30584710232,https://www.facebook.com/20x200/,20x200,http://20x200.com/
231,Food & Beverage Company,[social@eatenlightened.com],154772,314428835302764,https://www.facebook.com/eatenlightened/,Enlightened,http://www.eatenlightened.com
232,Cafe,[services@vapeandjuice.com],1804,232416036901382,https://www.facebook.com/vapeandjuice/,Vape And Juice,http://www.vapeandjuice.com
233,Brand,[help@balmerkalt.com],89865,1562938593997403,https://www.facebook.com/balmerkalt/,Balmer & Kalt,http://www.balmerkalt.com
234,Clothing Store,,20831,117187811129,https://www.facebook.com/THEIACOUTURE/,THEIA,"www.theiacouture.com, https://twitter.com/#!/THEIAprChick, https://twitter.com/#!/THEIACOUTURE, http://theia-prchick.tumblr.com, http://pinterest.com/THEIAprChick/, "
235,Website,,9636,969378983075689,https://www.facebook.com/frikster/,Frikster,http://www.frikster.com
236,Clothing (Brand),[contact@epauletnewyork.com],958,1593961954264927,https://www.facebook.com/epauletnewyork/,Epaulet New York,http://epauletnewyork.com/
237,Shopping & Retail,[vapefairy@vapeclubmy.com],2514,1628416844110262,https://www.facebook.com/vapeclubmy/,VapeClubMY,https://vapeclubmy.com/
238,Specialty Grocery Store,[customerservice@lowcarbcanada.ca],6831,202560719794896,https://www.facebook.com/LowCarbCanada/,Low Carb Canada,http://www.lowcarbcanada.ca
239,Company,[customerservice@rabbitair.com],7874,43708408826,https://www.facebook.com/RabbitAir/,Rabbit Air,http://www.rabbitair.com
240,Bicycle Shop,[service@giantnerd.com],22260,88486709374,https://www.facebook.com/Giantnerd/,Giantnerd®,http://Giantnerd.com
241,Jewelry/Watches,,110,114236892006414,https://www.facebook.com/Sunflowerjewels/,Sunflowerjewels,www.sunflowerjewels.eu
242,Electronics,,6025,1488032601523403,https://www.facebook.com/Linxvapor/,Linx Vapor,http://Linxvapor.com
243,Home Decor,,2500,729184537153758,https://www.facebook.com/McGeeAndCo/,McGee & Co,https://www.mcgeeandco.com/
244,Jewelry/Watches,,56,1448886105401384,https://www.facebook.com/MstrWatches/,Meister Watches Mexico,
245,Gym/Physical Fitness Center,"[customercare@westside-barbell.com, webinar@westside-barbell.com]",86671,119636488081740,https://www.facebook.com/westsidebarbell/,WESTSIDE BARBELL The Official Fan Page,http://www.westside-barbell.com
246,Clothing (Brand),,241594,352914611510748,https://www.facebook.com/newagerebel/,New Age Rebel,http://NewAgeRebel.com
247,Camera Store,[info@peauproductions.com],6614,287830910468,https://www.facebook.com/peauproductions/,Peau Productions,http://peauproductions.com/
248,Video Game,,57998,1681158115445430,https://www.facebook.com/poparteskins/,POP ARTE SKINS,http://www.poparteskins.com.br
249,Fashion Designer,[askus@mysecretwood.com],778814,424583701074819,https://www.facebook.com/mysecretwood/,Secret Wood,http://www.mysecretwood.com
250,Website,[mall@theinitium.com],2367,1554899168139871,https://www.facebook.com/initiummall/,端 Mall,https://initiummall.com
251,Retail Company,[hello@sockseason.com],5405,857892704297459,https://www.facebook.com/sockseason/,Sock Season,http://www.sockseason.com/
252,Company,[info@risegear.com],32860,168180143221595,https://www.facebook.com/RISEgear/,RISE gear,http://www.risegear.com
253,Retail Company,[info@steampunk-heaven.nl],4366,1497650847163053,https://www.facebook.com/steampunkheaven/,Steampunk-heaven.nl,http://www.steampunk-heaven.nl
254,Health/Beauty,[info@iliabeauty.com],11268,103915449694306,https://www.facebook.com/ILIAbeauty/,ILIA Beauty,http://www.iliabeauty.com
255,Pet Service,[info@vividaquariums.com],15213,168703466517508,https://www.facebook.com/vividaquariums/,Vivid Aquariums,http://www.vividaquariums.com/
256,Website,[ilovejewelrycs@gmail.com],979523,167512190019489,https://www.facebook.com/shopilovejewelry/,I Love Jewelry,http://www.shopilovejewelry.com
257,Jewelry/Watches,[customerservice@aphroditesoysters.net],45079,400785780045741,https://www.facebook.com/aphroditesoysters/,Aphrodite's Oysters - Live Pearl Parties With Natalie,http://www.aphroditesoysters.com
258,Electronics,,5527,1443755295929823,https://www.facebook.com/fluxchargers/,Flux Chargers,http://fluxchargers.com
259,Jewelry/Watches,[info@everestbands.com],197571,299199046809282,https://www.facebook.com/everestbands/,Everest Horology Products,www.everestbands.com
260,Musician/Band,,145,1451730041706538,https://www.facebook.com/planetbox/,Planet Box,
261,Nonprofit Organization,[info@vancouverpublicspace.ca],2044,132121046456,https://www.facebook.com/publicspace/,Vancouver Public Space Network,http://www.vancouverpublicspace.ca
262,Landscape Company,[info@integrityoutdoorliving.com],5234,134174213879,https://www.facebook.com/OutdoorLiving/,The Christmas Store at Integrity,www.IntegrityOutdoorLiving.com
263,Clothing (Brand),,22883,245803762291589,https://www.facebook.com/wildbangarang/,Wild Bangarang,http://www.wildbangarang.com
264,Product/Service,,4613,134870713191143,https://www.facebook.com/LuckyBloke/,Lucky Bloke,http://www.luckybloke.com 
265,Company,[sales@pvcsafetysigns.co.uk],62,1428689520770780,https://www.facebook.com/PVCSafetysigns/,PVC Safety Signs.co.uk,http://www.pvcsafetysigns.co.uk/
266,Home Decor,[customerservice@rugpadusa.com],533,535758626451819,https://www.facebook.com/RugPadUSA/,RugPadUSA.com,http://www.rugpadusa.com
267,Jewelry/Watches,,4282,311605885860631,https://www.facebook.com/shopcositas/,Shop Cositas,https://www.shopcositas.com
268,Computer Company,[info@tinycircuits.com],22891,413017042090453,https://www.facebook.com/TinyCircuits/,TinyCircuits,http://tinycircuits.com
269,Public Figure,[evaneratv@gmail.com],243721,1490372997881897,https://www.facebook.com/EvanEraTV/,Evan Era,http://www.EvanEraTV.com
270,Product/Service,,2382,954784691239369,https://www.facebook.com/CyprusBBQ/,Cyprus BBQ,http://www.CyprusBBQ.co.uk
271,Sports & Recreation,[info@roll-uh-bowl.com],45958,140836876109556,https://www.facebook.com/RollUhBowl/,Roll Uh Bowl,http://rolluhbowl.com
272,Financial Planner,[info@life-factory.com],229,188483794505170,https://www.facebook.com/LIFEFACTORY/,有限会社　ＬＩＦＥ　ＦＡＣＴＯＲＹ,http://www.life-factory.com
273,Cafe,[store@vapourium.nz],6622,657818274335537,https://www.facebook.com/vapourium/,Vapourium NZ,http://www.vapourium.nz
274,Website,[info@sublimestitching.com],23071,136409259765723,https://www.facebook.com/sublimestitching/,Sublime Stitching,www.sublimestitching.com
275,Retail Company,[support@1776united.com],371157,131942223874,https://www.facebook.com/1776United/,1776 United,http://www.1776united.com
276,Cupcake Shop,[dekora.tortas@hotmail.com],1222,700129383337650,https://www.facebook.com/dekora/,Dekora Tortas & Cupcakes,
277,Clothing (Brand),[info@the7line.com],54411,108992049136245,https://www.facebook.com/the7line/,The 7 Line,http://the7line.com
278,Company,[info@poprageous.com],140999,210345679088478,https://www.facebook.com/POPRAGEOUS/,POPRAGEOUS,http://www.poprageous.com
279,Clothing (Brand),[info@haute-elan.com],47811,114007708656874,https://www.facebook.com/hauteelan/,Haute Elan,http://www.haute-elan.com
280,Health & Wellness Website,[help@amplemeal.com],7401,896077377106977,https://www.facebook.com/amplemeal/,Ample,amplemeal.com
281,Shopping & Retail,[info@organiccottonplus.com],8550,194728433903685,https://www.facebook.com/organiccottonplus/,Organic Cotton Plus,http://www.organiccottonplus.com
282,Clothing (Brand),[hello@fahertybrand.com],22706,269348256474303,https://www.facebook.com/FahertyBrand/,Faherty Brand,http://fahertybrand.com
283,Art Gallery,,138,291762804527425,https://www.facebook.com/SimplyFramed/,Simply Framed,http://www.s1mplyfram3d2016.wixsite.com/simplyframed
284,Electronics,,32677,128252137208253,https://www.facebook.com/goSoundcast/,Soundcast,http://www.gosoundcast.com
285,Electronics,[support@ridenuviz.com],49027,201866219970872,https://www.facebook.com/ridenuviz/,NUVIZ,http://www.rideNUVIZ.com/
286,Product/Service,[hi@getbetterback.com],7339,403831353122118,https://www.facebook.com/getBetterBack/,BetterBack—Perfect Posture Effortlessly,https://getbetterback.com
287,Religious Organization,,857,109588945762047,https://www.facebook.com/groveave/,Grove Church,http://www.groveave.com
288,Product/Service,,30060,216337251794797,https://www.facebook.com/prettysimplemusic/,Prettysimplemusic,www.prettysimplemusic.com
289,Community,,15,552055761474848,https://www.facebook.com/midsummer.star/,~仲夏*星空~,http://midsummer.star
290,Clothing (Brand),,177902,131241696943568,https://www.facebook.com/southernshirt/,Southern Shirt,www.southernshirt.com
291,Clothing (Brand),,711,548912198501247,https://www.facebook.com/shoptigerseye/,Tigers Eye,http://www.shoptigerseye.com
292,Sports Team,[contact@farangclothing.com],101648,132303966848023,https://www.facebook.com/teamfarang/,Team Farang,http://www.teamfarang.com
293,Health/Beauty,,26664,1520576304881055,https://www.facebook.com/MajesticPure/,Majestic Pure Cosmeceuticals,http://majesticpure.com
294,Footwear Store,[trustedkicks@gmail.com],11524,381371718593880,https://www.facebook.com/trustedkicks/,Trusted Kicks,http://TrustedKicks.Com
295,Appliances,,374,106383473193533,https://www.facebook.com/Fluxezy/,Fluxezy,http://fluxezy.com/
296,Clothing (Brand),,3009,1484045661876726,https://www.facebook.com/nicepipesapparel/,nicepipes apparel,http://www.nicepipesapparel.com
297,Clothing (Brand),[sales@norwegianrain.com],7596,215058924531,https://www.facebook.com/NorwegianRain/,Norwegian Rain,http://www.norwegianrain.com 
298,Retail Company,[cs@onedigitals.co.uk],2607,1057810574250232,https://www.facebook.com/ONEdigitals/,ONEdigitals UK,https://onedigitals.co.uk
299,Cosmetics Store,[hello@hypnoticpolish.com],5150,262404387259202,https://www.facebook.com/hypnoticpolish/,Hypnotic Polish,http://www.hypnoticpolish.com
300,Company,[info@iosflashdrive.com],48312,1729950440585986,https://www.facebook.com/IOSFlashDrive/,IOS Flash Drive,https://iosflashdrive.com/
301,Product/Service,,1020,262557683786640,https://www.facebook.com/OrgoneEnergy/,Orgone - Orgonite [Macho-Orgonite],http://tinyurl.com/macho-orgonite
302,Retail Company,[info@loveandpieces.nl],249,410322202419977,https://www.facebook.com/loveandpieces/,Love & Pieces,https://www.loveandpieces.nl
303,Photographer,,357999,63907406022,https://www.facebook.com/clarklittlephotography/,Clark Little Photography,http://clarklittle.com
304,Retail Company,[wecare@evolvevapors.com],13701,562394147243654,https://www.facebook.com/evolvevapors/,Evolve Vapors,https://www.evolvevapors.com/
305,Education,[contactus@igotanoffer.com],2,331874423955357,https://www.facebook.com/igotanoffer/,Igotanoffer,igotanoffer.com
306,Product/Service,,41179,173022728196,https://www.facebook.com/EarPeace/,EarPeace,www.earpeace.com
307,Local Business,[support@cubingoutloud.com],336,827843923971819,https://www.facebook.com/cubingoutloud/,Cubing Out Loud,https://www.cubingoutloud.com
308,Jewelry/Watches,,102892,744886068859026,https://www.facebook.com/clocksandcolours/,Clocks And Colours,http://www.clocksandcolours.com
309,Media/News Company,,590,879148322168223,https://www.facebook.com/trending4u/,Trending,
310,Clothing (Brand),,32,1803517946538087,https://www.facebook.com/shopstevie/,EllieClair.ShopStevie,http://Ellieclair.stevierep.com
311,Clothing (Brand),,253,1884065348523729,https://www.facebook.com/bornxraised/,Bornxraised_official,bornxraised.com
312,Product/Service,[support@inetvideo.com],31919,68726669403,https://www.facebook.com/iNetVideo/,iNetVideo.com,http://www.iNetVideo.com
313,Record Label,,7778,235874951446,https://www.facebook.com/sorrystaterecords/,Sorry State Records,http://www.sorrystaterecords.com
314,Home Decor,[info@modernmarketlifestyle.com],1841,124258354274905,https://www.facebook.com/ModernMarket/,Modern Market,www.modernmarketlifestyle.com
315,Baby Goods/Kids Goods,[info@baileysblossoms.com],440065,548463448527422,https://www.facebook.com/baileysblossoms/,Bailey's Blossoms,http://www.baileysblossoms.com
316,Electronics Store,,322,1113241062101783,https://www.facebook.com/candrone/,Candrone,www.candrone.com
317,Women's Clothing Store,,4496,840396402717256,https://www.facebook.com/ameliastardust/,Amelia Stardust,http://ameliastardust.nyc
318,Website,[support@samplesbyvanity.com],31,723603784475525,https://www.facebook.com/samplesbyvanity/,Samples by Vanity,https://www.samplesbyvanity.com
319,Locksmith,[info@clksupplies.com],3101,485554528165832,https://www.facebook.com/clksupplies/,CLKsupplies.com,http://www.clksupplies.com
320,Health/Beauty,[hello@skinnycoffeeclub.com],70201,394512557398799,https://www.facebook.com/SkinnyCoffeeClub/,Skinny Coffee Club,https://skinnycoffeeclub.com
321,Bakery,[info@3rdshop.in],165,1168347429942800,https://www.facebook.com/3rdshop/,3Rd shop cbe,
322,Product/Service,,1497,189996657718233,https://www.facebook.com/printhandbook/,The Print Handbook,http://www.printhandbook.com/
323,Shopping & Retail,,51501,188834322664,https://www.facebook.com/PringleScotland/,Pringle of Scotland,www.pringlescotland.com
324,Community,[suedestore@gmail.com],20,333738486664458,https://www.facebook.com/suedestore/,Suede Shop,
325,Health/Beauty,,9664,394045670753577,https://www.facebook.com/myhairprint/,Hairprint,http://www.myhairprint.com
326,Website,,56215,239373379733221,https://www.facebook.com/astorroyce/,Astor & Royce,https://www.astorroyce.com
327,Outdoor & Sporting Goods Company,[info@saferacer.com],10850,194884663454,https://www.facebook.com/SafeRacer/,SafeRacer,www.SafeRacer.com
328,Clothing (Brand),,11778,15192148530,https://www.facebook.com/folkclothing/,Folk,www.folkclothing.com 
329,Company,[info@opticallamp.com],2061,742516349258412,https://www.facebook.com/opticallamp/,Optical Lamp,https://opticallamp.com/
330,App Page,,19466016,164302750336862,https://www.facebook.com/wish/,Wish,http://www.wish.com
331,Bags/Luggage,,4159,751701901585415,https://www.facebook.com/highonleather/,High On Leather,https://highonleather.com/
332,Community,,8803,555543017889653,https://www.facebook.com/528custom/,528 Custom Vapes,http://528custom.com
333,Company,[support@instantmaddencoins.com],58,1071442646287445,https://www.facebook.com/InstantMaddenCoins/,InstantMaddenCoins,https://instantmaddencoins.com
334,Food & Beverage Company,,1,1213210705438349,https://www.facebook.com/goodnessme/,GoodnessMe,
335,Clothing (Brand),,74637,1118380921511672,https://www.facebook.com/noliyoga/,Nóli Yoga,http://www.noliyoga.com
336,Community,,862,670161946374854,https://www.facebook.com/sanctionsnow/,Sanctions Now,http://sanctions-now.org
337,Health/Beauty,[info@calianatural.com],19042,134643576707913,https://www.facebook.com/calianatural/,Calia,www.calianatural.com
338,Computer Company,[hello@illustratorstuff.com],195,906136682735074,https://www.facebook.com/illustratorstuff/,Illustrator Stuff,http://illustratorstuff.com/
339,Sporting Goods Store,[info@pactimo.com],84203,116999028375446,https://www.facebook.com/Pactimo/,Pactimo,http://www.pactimo.com/
340,Retail Company,[dogratingtwitter@gmail.com],226491,1088194074575148,https://www.facebook.com/WeRateDogs/,We Rate Dogs,http://weratedogs.com
341,Bags/Luggage,[info@birksun.com],7728,277935555652193,https://www.facebook.com/BirkSun/,BirkSun,birksun.com
342,Product/Service,,73138,566238223390859,https://www.facebook.com/umoro/,Umoro,http://www.Umoro.com
343,Baby Goods/Kids Goods,,204,821292564638336,https://www.facebook.com/animaljambox/,Animal Jam Box,www.animaljambox.com
344,Retail Company,,2268,1749813418621571,https://www.facebook.com/iFrogTees/,IFrogTees,https://www.ifrogtees.com
345,Outdoor & Sporting Goods Company,,63969,17218400927,https://www.facebook.com/spikeball/,Spikeball,http://www.spikeball.com
346,Pet Supplies,[info@jellyfishart.com],20104,103296262220,https://www.facebook.com/JellyfishArt/,Jellyfish Art,http://www.jellyfishart.com/shop/jellyfish-cylinder-nano-3-jelly-kit
347,Retail Company,[jenny@shopstagandhen.com],371,1580450338916820,https://www.facebook.com/shopstagandhen/,Stag & Hen,http://www.shopstagandhen.com
348,Website,,2794,480724298774239,https://www.facebook.com/pgskies/,PG SKIES,http://www.pg-skies.net/
349,Product/Service,,3869,1295426610508603,https://www.facebook.com/Outerszone/,Outerszone,https://www.outerszone.com
350,Shopping & Retail,[wholesale@localvape.com],28537,476113875739961,https://www.facebook.com/localvape/,Local Vape,http://www.localvape.com
351,Retail Company,,18,480690488644289,https://www.facebook.com/idealdirect/,Ideal Direct,http://www.idealdirect.co.uk
352,Clothing Store,[support@probusnyc.com],2796,173201476205207,https://www.facebook.com/ProbusNYC/,Probus NYC,http://www.ProbusNYC.com http://socialclub.tumblr.com/ https://twitter.com/probusnyc http://www.pinterest.com/probusnyc/ http://amazon.com/shops/probus
353,Home Goods Store,[press@areaware.com],8730,65821597276,https://www.facebook.com/Areaware/,Areaware,http://www.areaware.com/
354,Website,[info@grahakji.com],3084,166473223430347,https://www.facebook.com/Grahakji/,Grahakji,www.grahakji.com
355,Product/Service,,7366,122393481157394,https://www.facebook.com/thejoyfactory/,The Joy Factory,http://www.thejoyfactory.com http://www.facebook.com/thejoyfactory http://www.twitter.com/thejoyfactory http://www.youtube.com/thejoyfactoryinc
356,Local Business,[compagnielespetitsjoueurs@gmail.com],128,122889594473429,https://www.facebook.com/LesPetitsJoueurs/,Les Petits Joueurs,
357,Clothing Store,[jiahui8392@hotmail.com],8588,202188239834481,https://www.facebook.com/visiontags/,JH 海外连线代购,https://www.facebook.com/Tanjiahui94
358,Product/Service,,77680,100963223279468,https://www.facebook.com/PersonalPrints/,Personal-Prints,www.personal-prints.com
359,Commercial & Industrial,,868,112132902159815,https://www.facebook.com/fmwfasteners/,FMW Fasteners,https://www.fmwfasteners.com
360,Company,[support@orosapparel.com],18482,725625680852299,https://www.facebook.com/orosapparel/,Oros,http://orosapparel.com
361,Electronics,[info@coolerguys.com],351,210461445642350,https://www.facebook.com/Coolerguys/,Coolerguys.com,http://www.coolerguys.com
362,Publisher,,3904,302456409829498,https://www.facebook.com/lostartpress/,Lost Art Press,http://www.lostartpress.com
363,Movie,,463,1444612682507229,https://www.facebook.com/happywatching/,HappyWatching.com,http://happywatching.com
364,Food & Beverage Company,[getmore@rawpressery.com],79274,184590091733840,https://www.facebook.com/Rawpressery/,Raw Pressery,http://www.rawpressery.com
365,Clothing (Brand),,83769,7435396620,https://www.facebook.com/8and9/,8&9 Clothing,http://shop.8and9.com/
366,Website,,342721,979692738765099,https://www.facebook.com/lightbarsupply/,Light Bar Supply,http://lightbarsupply.com
367,Games/Toys,,130,161330847678775,https://www.facebook.com/shazamtoys/,Shazam Toys,https://shazamtoys.com
368,Performance & Event Venue,,32,126054484718630,https://www.facebook.com/4Ocean/,4 Oceans Event Mgmt & Decorators,
369,Clothing (Brand),,4700,119169631593167,https://www.facebook.com/NegativeUnderwear/,Negative Underwear,http://www.negativeunderwear.com
370,Sunglasses & Eyewear Store,,157192,54738740700,https://www.facebook.com/quayaustralia/,Quay Australia,http://QuayAustralia.com
371,Website,[info@winedownbox.com],1445,155575441441782,https://www.facebook.com/winedownbox/,Wine Down Box,https://winedownbox.com
372,Boutique Store,[suxalys@gmail.com],6916,359240521091177,https://www.facebook.com/Suxalys/,Suxalys,https://www.suxalys.com/
373,Shopping & Retail,[info@thevapery.co.za],1917,452271818277800,https://www.facebook.com/thevapery/,The Vapery Centurion,https://www.thevapery.cloud
374,Product/Service,[info@mechforce-usa.com],420,133873883688447,https://www.facebook.com/mechforceusa/,Mechforce USA,http://www.mechforce-usa.com
375,Clothing (Brand),[support@electricstyles.com],209038,199215203526079,https://www.facebook.com/ElectricStyles/,Electric Styles,www.ElectricStyles.com
376,Blogger,,55,1565078640375738,https://www.facebook.com/pinnedthings/,Things I Pinned,http://pinnedthings.blogspot.com/
377,Product/Service,,19292,336431342351,https://www.facebook.com/backyarddiscovery/,Backyard Discovery,"http://www.backyarddiscovery.com, www.twitter.com/swingsetsonline "
378,Product/Service,[spencer@mantelmount.com],4855,1502636279954075,https://www.facebook.com/mantelmount/,MantelMount,http://mantelmount.com
379,Product/Service,[info@facecradle.me],49633,412300552307844,https://www.facebook.com/FaceCradle/,FaceCradle,http://www.facecradle.me
380,Camera/Photo,,3319,150678594968907,https://www.facebook.com/varavon/,Varavon,http://www.varavon.com
381,Jewelry/Watches,,40290,48983963689,https://www.facebook.com/MoonAndLola/,Moon and Lola,www.moonandlola.com
382,Home Decor,,2135,107183272654941,https://www.facebook.com/aulitfinelinens/,Au Lit Fine Linens,http://aulitfinelinens.com http://twitter.com/aulitfinelinens.com http://livbyaulit.com
383,Home Decor,,7309,138405499504673,https://www.facebook.com/canvashomestore/,Canvas Home,www.canvashomestore.com
384,Electronics,,436,109013499211584,https://www.facebook.com/Mipow/,MiPow (Make it Different),www.mipow.com
385,Health/Beauty,[support@paiskincare.com],19576,138281716207853,https://www.facebook.com/PaiSkincare/,Pai Skincare,http://www.paiskincare.com
386,Clothing (Brand),,228280,207254369287550,https://www.facebook.com/cottonworld/,Cottonworld,www.cottonworld.net
387,Jewelry/Watches,,8851,1444424455790041,https://www.facebook.com/fireandbrilliance/,Fire & Brilliance,http://www.fireandbrilliance.com
388,Public Figure,,631654,55720163190,https://www.facebook.com/suzannesomers/,Suzanne Somers,www.suzannesomers.com www.sexyforever.com
389,Clothing (Brand),,38854,777469868961350,https://www.facebook.com/thugave/,Thug Ave,http://thugave.net
390,Photographer,[support@lsphotoshopactions.com],2390,169045496602266,https://www.facebook.com/LSPhotoshopActions/,LS Photoshop Actions,https://lsphotoshopactions.com
391,Website,[erummagers@gmail.com],103776,511452985695593,https://www.facebook.com/erummagers/,Erummagers,http://www.erummagers.com
392,Brand,,738,163537567448782,https://www.facebook.com/fancycollective/,Fancy Collective,http://www.fancycollective.com
393,Food & Beverage Company,[questions@farmtopeople.com],9032,342735909073695,https://www.facebook.com/FarmToPeople/,Farm To People,www.FarmToPeople.com
394,Clothing Store,,100,1655786597972474,https://www.facebook.com/ALLNTRENDSHOP/,Allntrendshop,http://www.allntrendshop.com
395,Kitchen/Cooking,,70,179292615463493,https://www.facebook.com/dollcake/,dollcake,
396,Arts & Crafts Store,[info@artresin.com],6196,1511822292399369,https://www.facebook.com/artresin/,ArtResin,http://www.artresin.com
397,Clothing (Brand),,59,225343257926603,https://www.facebook.com/bobiilondon/,Bobii London,https://www.bobiilondon.com
398,Just For Fun,,183,544541029074940,https://www.facebook.com/kivari/,แฟนเก่า ที่ยัง รักอยู่,
399,Outdoor & Sporting Goods Company,[ask@evolveskateboards.com.au],119885,137471056339129,https://www.facebook.com/EvolveSkateboards/,Evolve Skateboards,http://evolveskateboards.com.au
400,Brand,[support@vulpinus.com],35163,1044250348955118,https://www.facebook.com/Vulpinus/,Vulpinus,http://www.vulpinus.com
401,Clothing (Brand),,149,609564309073353,https://www.facebook.com/FavelaClothing/,Favela Clothing.,
402,Bags/Luggage,,211,228443080598828,https://www.facebook.com/cargoworks/,Cargo Works,http://www.cargo-works.com
403,Publisher,,7122,216364355222692,https://www.facebook.com/JuneManga/,Juné,http://www.junemanga.com/
404,Travel Company,,53,223370741502217,https://www.facebook.com/ShinkansenTicket/,Shinkansen Ticket.com,https://shinkansen-ticket.com/
405,Retail Company,[info@kaboodleworld.com],9765,441609092548436,https://www.facebook.com/KaboodleWorld/,KaboodleWorld,https://KaboodleWorld.com
406,Clothing (Brand),[customerservice@pinkice.com],55603,138983389127,https://www.facebook.com/PinkIce/,Pink Ice,www.PinkIce.com
407,Retail Company,[info@cloudcity7.com],967,1530184533947978,https://www.facebook.com/CloudCity7/,Cloud City 7,https://cloudcity7.com
408,Product/Service,[contact@bloomthis.co],40573,408666499258511,https://www.facebook.com/bloomthis/,BloomThis,http://www.bloomthis.co
409,Clothing (Brand),[orders@ginghamandheels.com.au],212712,134452316626753,https://www.facebook.com/ginghamandheels/,Gingham and Heels,http://www.ginghamandheels.com
410,Computer Repair Service,[james@pexonpcs.co.uk],2366,469602836394791,https://www.facebook.com/PexonPCs/,Pexon PCs,http://www.pexonpcs.co.uk/
411,Motorsports Store,[info@highnoteperformance.com],27549,221321041293434,https://www.facebook.com/highnoteperformance/,High Note Performance,www.highnoteperformance.com
412,Product/Service,,3314,1435260613429436,https://www.facebook.com/knoxlabs/,Knoxlabs,http://www.knoxlabs.com
413,Journalist,,510,665447390140066,https://www.facebook.com/trashy/,Brittani Chris,
414,Computer Store,[infome@gadgitechme.com],39678,477060540472,https://www.facebook.com/gadgitechstore/,GadgitechStore.com,https://www.gadgitechstore.com/
415,Jewelry/Watches,[klark@klarkwrist.com],57562,986093584796147,https://www.facebook.com/klarkwrist/,Klark Wrist,http://klarkwrist.com
416,Yoga Studio,[info@malacollective.com],64351,284898568201443,https://www.facebook.com/malacollective/,Mala Collective,www.malacollective.com
417,Outdoor Equipment Store,[info@prometheusdesignwerx.com],12733,338988896233688,https://www.facebook.com/prometheusdesignwerx/,Prometheus Design Werx,http://www.prometheusdesignwerx.com
418,Community,,297,273146072880992,https://www.facebook.com/quiet.carry/,Quiet Carry,
419,Website,,1559,1192651284084964,https://www.facebook.com/dragqueenmerch/,Dragqueenmerch,http://www.dragqueenmerch.com
420,Accessories,,39405,570076649713073,https://www.facebook.com/kazbrella/,KAZbrella,http://www.kazbrella.com
421,Food & Beverage Company,,11129,21961491751,https://www.facebook.com/jusdorange/,Jus d'orange pressé,http://dualo.org
422,Vitamins/Supplements,[admin@pureformen.com],17734,386671078179907,https://www.facebook.com/pureformen/,Pure for Men,http://www.pureformen.com
423,Games/Toys,,61278,46922156215,https://www.facebook.com/iheartguts/,I Heart Guts,http://iheartguts.com
424,Retail Company,[hello@shoptunnelvision.com],6366,129755173795740,https://www.facebook.com/shoptunnelvision/,Tunnel Vision,www.shoptunnelvision.com
